Genes	c1	c2	c3	p1	p2	p3	p4
Tmem44	2.981111148	2.652651021	1.921468053	0	0.801526003	2.940454936	2.992682404
Mefv	0	0	0	0	0	0	0
Fscn3	0	0	0	0	0	0	0
1810020O05Rik	0	0	0	0	0	0.102063727	0
Tmsb15b2	26.0970618	23.53128555	28.22839919	0	45.28551697	18.52410238	38.79449565
Lsg1	6.945746591	3.31743646	6.277054781	0	6.186783914	4.207483519	5.578460169
Gm16239	0	0	0	0	0.381908515	0	0
G6pd2	1.000289145	0.933091465	0.214269844	0	0.321414982	0.364134228	0.442082534
Gm16332	0	0	0	0	0	0	0
Gm15852	4.982814447	2.527411276	3.848630207	0	1.099813047	0	2.47514448
Gm5641	0	0	0	0	0	0	0
Phf6	11.63375585	16.17418565	4.91410008	0	17.71511992	9.91438926	11.81043661
Atg9b	0.056841563	0.050090035	0.258733461	0	0.207020971	0.065949839	0.097057588
Galnt18	0	0	0	0	0	1.628882964	0
Smg6	3.411953474	3.937663986	3.133053165	0.057363789	1.248022371	3.3767852	4.904990385
Snx25	5.848878682	4.460688385	3.123071082	0	2.784962052	7.337820481	5.702840895
Ccdc155	0	0	0	0	0	0	1.032122046
Pdzk1	0.446038737	0.766238127	0.365422645	0	0.324884242	0.793542984	0.304645999
Wdr36	8.148013605	11.30443375	7.954656617	3.334979408	12.18507782	8.068525576	11.58729405
Ssh1	0.4499733	1.636229012	3.303071003	0.036860537	0.418402996	1.140459476	1.759006331
Brms1l	33.86736905	39.03745584	12.20444087	0	33.82588534	17.9504776	21.14573083
Lce1f	0	0	0	0	0	0	0
Rassf4	3.345871868	2.201781299	2.397475224	43.41717144	2.446872016	2.0579895	2.22100796
Gm37055	0	0	0	0	0	0	0
Sh2d2a	0	0	0.98036105	0	0	0	0
Apoa1bp	199.7866427	162.7312788	236.8566285	0.585830854	181.4855423	205.0302855	196.7326328
Pear1	0	0	0.978995184	0	1.09596786	1.480597382	0
Ntrk1	0	0	0	0	0	0	0
Cd1d1	2.691678743	2.401246734	3.10158133	0.13117988	3.908723492	3.76877962	3.397603161
Dclk2	3.564255617	3.064180989	5.165684151	0	1.409090943	4.147592389	7.388625481
Gm7694	0.324915488	0	2.004694595	0	0	0	0
Hmgb4	0	0	0	0	0	0	0
Dld	134.3392923	144.6873342	54.10164163	1.187063293	97.78298273	90.65590136	142.4530529
Pomc	4.664845529	2.175669075	4.995842524	0	1.998667206	3.714428452	4.310602562
Dnmt3a	1.045065393	0.554054973	3.357642996	10.58078188	1.455247855	1.207073966	2.551543226
Kif3c	4.942274912	7.534880155	18.5468229	0.155410366	6.244652233	8.51964139	11.1739139
Sh3yl1	7.697104602	8.908625671	2.990332336	0	3.98784365	6.028560694	5.543123009
Cib2	39.91550166	40.6843339	19.74744102	0	23.17471708	17.60039152	19.5578875
Zmat4	0	0.056188678	0	0	0	0	0.188759411
Slc2a12	6.809732945	20.87655233	4.353042773	0	12.23486455	23.57460575	15.31754706
Gm17034	0	0	0	0	0	0	0
Gm17296	0	0.024047937	1.491347852	0	0.447490996	0.232325956	0.559480248
Adig	0	0	0	0	0	0	0
Sowahd	0	0	0	0	0	0	0
Sptssa	309.4700396	358.085353	185.5630395	154.5884072	360.305386	189.825618	220.5084527
Arfgap1	0.726309734	3.095218599	2.190097016	0	0.942338612	0.807602731	1.289785685
Yae1d1	15.84275434	18.84503541	13.9093026	0	22.11262885	14.21408861	17.21971332
Chrna4	7.115140409	6.852539477	16.68180298	0	8.12373627	9.55617787	7.094178407
Col9a3	15.62160212	15.56871544	50.30346971	0	9.901868014	29.42476351	15.26327208
Gid8	3.632752834	12.56019442	4.12474227	6.6190431	7.184090282	5.287602104	5.842795685
Srms	2.804216467	0	0	0	0	0.625687832	0
Gm11937	0	0	0	0	0	0	0
Klk1b8	0	0	0	0	0	0	0
Cd300c	0	0	0	0	0	0	0
Lin9	4.143732495	1.555717215	1.696168272	0	0.202562186	1.602623499	3.865403072
Olfr1246	0	0	0	0	0	0	0
Gm28704	0	0	0	0	0	0	0
Gm29275	0	0	0	0	0	0	0
Gm28894	0	0	0	0	0	0.868786363	0
Gm28945	0	0	0	0	0	0	0
Gm29069	0	0	0	0	0	0	0
Snhg14	3.126229943	1.287832185	2.427721042	1.122170464	2.581066078	0.93977014	2.283652796
Itpa-ps2	0	0	0	0	0	0	0
Gm29375	3.090997316	0	0	0	0	0	0
Stx6	4.232639101	3.99575796	3.43912149	0	2.759698147	3.809910446	5.353003187
Podxl2	22.87988022	13.1327685	17.82614937	0.119261131	20.15507717	19.75747918	12.23311142
Lpcat2b	0	0	0	0	0	0	0
Cst10	0	0	0	0	0	0	0
Abhd10	10.23219927	16.6997098	3.921873402	0	11.032321	8.852029076	11.49448399
Cnppd1	3.62644327	7.292850781	8.510012937	16.8278463	1.488512896	11.33539127	3.116409304
Ranbp6	5.707677511	7.316100314	16.21945638	0.116269817	23.37137877	5.980038663	11.7157182
Olfr706	0	0	0	0	0	0	0
Gm5426	0.443026376	0.390008201	0	0	1.613118983	0.342502316	0.302313127
Olfr165	0	0	0	0	0	0	0
Polr1b	1.24321709	1.679306213	2.659488872	0	3.923975256	1.586701262	0.353805207
Ttl	1.884409311	6.715731091	0.779729297	0.082444888	1.520753275	2.468020316	5.630909074
Slc20a1	2.185355351	1.328131694	2.933656438	12.51766348	1.208950302	1.65830728	2.031083502
Il1a	0	0	2.229970488	4220.25302	85.00904722	0	118.5540028
Il1b	0	0.051735782	0	0.226162591	10.16188885	0	7.42241626
Por	28.44504202	12.87769333	21.12708325	1.260328321	24.73152045	58.54012188	31.38674932
Ndufs3	36.91945242	62.61331636	34.18314869	31.78190579	37.24536362	29.38237701	30.5830477
Gm12257	0	0.416218218	0	0	0	0	0
Atf3	0.862503436	2.08949689	13.29828098	1195.156429	62.82294311	77.05647668	53.20234328
Gm13075	0	0	0	0	0	0	0
4930423M02Rik	0	0	0	0	0	0	0
Gm16183	0.463213471	0.204096947	0.527117919	0	0	0.71666988	0.237266819
4930439A04Rik	1.086933191	0	1.429250757	0	0	0.093409723	1.319761122
Gm16180	0	0	0	0	0	0	0
Nek2	0	0.111575969	9.316258898	0	0.046139817	3.056782571	2.110840414
Lpgat1	3.597403089	3.438099563	3.504338469	0.3067525	2.658957702	2.803181393	3.372778433
Mark1	7.046324921	11.07912882	8.687757894	0	2.382155289	12.67168657	7.026120748
1-Mar	0	0	0	0	0	0.024458852	0
Ppp2r5a	3.915301895	5.756318297	4.040925431	0	5.388919116	4.071818955	4.704398562
Tmem206	25.65157834	18.69596784	30.57439622	0	38.19719183	38.494135	48.10689836
Ccr6	0	0	0	0	0	0	0
Kcnd3	4.166786022	3.263995582	3.120593035	0	4.182587492	2.196329963	1.072154298
Foxa3	0	0	0	0	0	0	0
Gm6465	0	0	0	0	0	0	0
Ldlrad2	0	0	0	0	0	0	2.419603241
Gm867	0	0.996882235	0	0	0	0	0.618305058
Slbp	8.61087848	4.895853446	6.970860561	0	10.70831118	5.648410135	7.227451753
Kdm4b	3.731064559	2.110957426	8.183582444	19.01390024	3.338465918	9.503979646	3.976276317
4931429P17Rik	0	0	0	0	0	0	0
Treml2	0	0	0	0.117971704	0	0	0
9230106D20Rik	0	0	0	0	0	0	0
Greb1l	0.705614046	0	0.210600026	0	0.16850786	1.145293799	0.316021762
Rbpsuh-ps1	0	0	0	0	0	0	0
Gm6325	0	0	0	0	0	0	0
Gm11346	0	0	0	0	0	0	0
Gm28490	0	0	0	0	0	0	0
Gm4969	0	0	0	0	0	0	0
E330012B07Rik	0	0	0	0	0	0	0
Gm15792	0	0	0	0	0	0	0
Dhx58os	0	0	0.789023435	0	0	0	0
Gm21256	0	0	0	0	0	0	0
Pitpnb	41.61713708	42.25675268	31.54853085	0.276397194	52.72140846	29.77706862	50.06179866
Gm8122	0	0	0	0	0	0	0
Gm26984	0	0.034667396	0	0	0	0	0
Arl14	0	0	0	0	0	0	0
Ighv1-54	0	0	0	0	0	0	0
Gm43720	0.969779731	0	0	0	0	0.633444333	0
Gm26548	0	0	0	0	0	0	0
AC133103.6	0	0	0	0	0	0	0
Gm20924	0	0	0	0	0	0	0
Gm26684	0	0.552033585	0	0	0	0.080771521	0
Nupr1l	0.467168959	0.685901346	1.488392671	0	0.921564772	0.511928728	1.090160565
Sirpb1a	0	0	0	0	0	0	0
Vmn1r-ps147	0	0	0	0	0	0	0
Gm7257	0	0	0	0	0	0	0
Tspan31	315.2383578	222.3917238	252.285633	4.211624852	347.8394443	319.9050361	263.2389769
Mettl1	5.170842601	4.874927797	5.780619217	0	3.799408146	3.39157864	3.965452358
B4galnt1	19.21083595	31.04327241	29.84100785	11.61378734	16.27068397	37.23603575	29.2936212
Ccdc88b	0	0	0	4.506382305	0.304420662	0	0.209318369
Tigd4	0	0	0	0	0	0	0
Olfr599	0	0	0	0	0	0	0
Acyp1	6.965613146	23.37152133	12.62656228	0	12.35323318	8.855063633	14.1071863
Cox8c	0	0	0	0	5.813740028	0	0
Jdp2	7.588270842	10.06804739	14.27856806	0	6.234920067	11.0234231	8.406283001
Thoc5	8.793160659	10.11135534	9.314954725	0	5.880533866	6.380287113	13.18083333
Igsf9b	12.32237801	8.313754705	6.357201139	0	8.494204825	16.33084419	15.46968978
Pcdhb19	2.41947876	0.477440379	2.678190143	0	1.586055601	3.174054292	2.406061044
Olfr131	0	0	0	0	0	0	0
Dnajc17	18.90546877	14.40598966	26.14150016	0	12.20159643	18.26415204	20.15885699
Olfr571	0	0	0	0	0	0	0
Olfr30	0	0	0	0	0	0	0
Snd1	5.050530628	1.28236811	9.967073997	0.048734257	8.712734756	12.33679981	8.30828148
Tmem79	0	0.139813422	0.804901106	0	0.288974617	0	1.269766934
Vmn1r73	0	0	0	0	0	0	0
Gm13217	3.479353251	3.703727162	2.771409018	0	2.640032528	1.345676871	1.683339609
1190002N15Rik	2.518382928	2.742390789	11.52622036	0	6.114468817	7.819084782	10.1054308
Naip3	0	0	0	0	0	0	0
Akr1e1	36.96265186	29.62465758	16.92389777	23.50266964	27.03748084	21.72926662	37.27766941
2410002F23Rik	2.254547863	3.204014831	3.482195037	0.019077374	2.770037952	2.755784925	2.165967879
Mecr	5.257975786	7.88425547	4.659064248	0	1.986214601	11.03314447	5.730670467
Srsf4	28.64108896	23.82956965	35.500782	0	26.89711384	28.37791359	16.32217542
Plekhm2	0.132500081	0.583672808	1.708816698	5.188159259	1.045598905	0.47832551	0.196091338
Casp9	4.045357403	2.729003458	2.372076659	0	0.165916051	1.945146102	2.93724492
Gm24687	0	0	0	0	0	0	0
Arhgef19	6.446087546	5.542999157	3.60486292	0	2.123277081	10.89121724	4.252449632
Gast	0	0	0	0	0	0	0
Cntnap1	0.069598903	0.510879653	0.211165775	0	0.042250934	0.430634674	0.285182059
Sall3	5.236746613	2.668998388	6.593497583	0	7.453318004	8.737708239	2.768188453
Cisd3	19.71717542	24.36766266	47.38955043	0	26.34679044	22.27377108	33.61879344
Gm6821	0	0	0	0	0	0	0
Psmc3ip	6.574811081	10.34583126	2.435297929	0	6.688048124	5.576756053	10.99430761
Atp6v0a1	15.04053738	6.738111385	14.28903109	10.05689281	5.508800418	13.66505177	14.69765539
Hsd17b1	0	0	0	0	0	0	2.396150332
Gm11567	0	0	0	0	0	0	0
Zfp341	0.997557751	0	0.053406704	0	0.106878981	0.590057669	0.781533707
Fkbp7	14.21306322	7.418067079	14.40295282	0	19.33780397	22.90073354	9.304633279
Plekha3	3.355978065	17.2779175	5.038733157	0	13.57137846	9.675603609	10.59746908
Prkra	36.72073444	37.66356189	18.08648204	0	30.56767028	23.68690892	21.18400743
Ppfia2	4.746338239	1.913968364	7.743636144	0	5.78217828	3.774775425	7.396713783
Magea5	0	0	0	0	0	0	0
C1s2	0	0	0	0	0	0.120429064	0.4254041
Gm5097	0	0.077175169	0	0	0	0	0
Lipo4	0.046967118	0.041346435	0.042727178	0	0	0	0.032049506
1700013D24Rik	0	0	0	0	0	0	0
Gm10197	35.05561373	61.76520915	31.91175552	0	36.29825438	37.2182035	58.21523003
Pfdn5	29.02025057	33.60548553	18.68355775	0.324019968	29.94524604	21.92706637	21.54455845
Rarg	0.416654056	3.325154004	0.825519587	0	0.803372162	2.180255163	2.008832002
Asb18	0	0	0	0	0	0	0
Itgb7	0.148524208	3.139860249	5.677863406	0	4.777563621	1.837950639	0.338118271
Sp1	3.907094276	3.310342262	2.10261099	0	2.615683129	0.080000656	0.015698047
4932414J04Rik	0	0	0	0	0	0	0
Gm10248	0	0.668520155	0	0	0	1.017422761	0
Myg1	8.224193425	6.331675937	10.14650046	0	4.59146331	9.022790396	5.182607183
Gm29522	0	0	0	0	0	0	0
Gm29012	0	0	0	0	0	0	0
Gm13074	0	0	0	0	0	0	0
Adgre5	0	0	7.064100907	0	1.303112902	5.276037427	0.213834429
Ppp1r2-ps2	15.44807868	23.00091852	14.45852242	82.95433032	13.86704124	14.97860694	6.687330842
Gm28511	0	0	0	0	0	0	0
Nab1	7.351297337	7.642219464	5.788195379	49.24814765	3.658650397	3.419106707	6.74844392
Gm29511	0	0	0	0	0	0	0
Gm21901	0	0	0	0	0	0	0
Gm15949	0	0	0	0	0	0	0
Polr3d	4.217338762	10.88406892	1.676206427	0	6.057120569	11.94592483	3.326723858
1-Sep	0.63204758	1.012378406	0.523062323	0	1.203282257	0.911144765	0.274707653
Gm26994	0	0	0	0	0	0	0
Gm20646	2.259683961	4.336725577	0	0	2.351235837	0.187255939	0.220487873
Vmn2r-ps11	0	0	0	0	0	0	0
Gm18415	0	0	0	0	0	0	0
Pdgfb	0	2.711215546	3.275709818	42.30383842	0.775978217	2.453830272	1.131859832
Gm42848	0	0	0.248815823	0	0	0	0
B230110C06Rik	0	0	0	0	0	0	0.092791356
Gm26749	0	0.56667776	0.065052294	0	0.650789188	1.050468962	0
Eif3s6-ps4	0	0	0	0	1.268740141	0	0
Gm10921	0	0	0	0	0	0	0
Gm805	0	0	0	0	0	0	0
Gm26751	0.130179899	0.086023608	3.140520625	0	0.296342874	0.402796925	1.222626373
Gm26752	9.618305949	11.40318797	10.96494987	0	5.237886471	11.68127664	7.85864442
1700037F24Rik	0	0.125059156	0	0	0	0	0
Tmem86a	40.80819512	51.10465901	54.35268434	0	66.02209942	140.2258494	40.93896762
St6galnac1	0	0	0	0	0	0	0
Gm43037	0	0	0	0	0	0	0
Npy6r	0	0	0	0	0	0	0
Pwp2	1.284889249	4.464824281	1.429552507	0	6.369270201	2.981651229	2.681527288
Fkbp14	6.940928464	3.589865365	4.878047853	0	9.703566185	9.075175865	6.636958962
Traj47	0	0	0	0	0	0	0
4930578G10Rik	0	0	0	0	0	0.274471034	0
Carhsp1	11.34780009	13.75630385	27.41413446	0.560315904	14.74725896	8.890214729	8.711129343
Dsp	0	0.51049148	0	0	0.093795222	0.019919978	0
Gm26753	0.101174235	0	0	0	0	0	0
Tatdn2	0.274771001	0	0	0.096173281	0.363886797	0	0.358289258
Thumpd3	13.24942296	11.4712745	6.251817813	0.058499331	7.913084457	6.746225478	12.13162333
Olfr315	0	0	0	0	0	0	0
Gm43821	0	0	0	0	0	0	0
2010110K18Rik	0	0.632687167	0.32690422	0	0	0.451361527	0.245273059
Gm13741	0	0	0	0	0	0	0
Gimap1	0	0	0.860785566	0	0.038273241	0	0
Gm15446	24.6894245	13.99112031	15.29455852	0.272505273	26.66582632	10.39698493	19.78624854
Gm16578	0	0	0	0	0	0	0
Gm16213	0	0	0	0	0	0	0
Gm16555	0	0	0	0	0	0	0
Gm6507	0	0	0	0	0	0	0
Fbxl22	1.193773684	3.06216946	1.182580409	0	0.959001065	1.113518468	3.261419809
Lrmp	0	0	0.115860243	0	1.23608652	1.279878101	0
Olfr1323	0	0	0	0	0	0	0
Pcdh20	11.35421872	6.691901962	6.06699122	0	12.63342165	16.2112412	14.92862987
Ndp	34.5582485	42.99826182	12.77802287	0	14.92130339	29.87291438	31.29284988
9430038I01Rik	0.989957257	1.766557587	1.074459714	0	1.224892529	0.579210873	1.716357749
Abcc8	0	0	0	0	0	0	0
Rdh7	0	0	0	0	0	0	0
Svs2	0	0	0	0	0	0	0
Gpr176	7.441373992	4.682493035	0.548357835	0	0.064541308	3.124682289	5.929587883
Spn	0	0	0.116074106	0	0	0	0
Hspb3	0	0	2.093550404	72.21589525	3.54332939	1.642035926	0
Gm1564	0.383771064	0.298321657	0	0	0	0	0
Chn1	10.0579775	10.53722277	6.98348999	0.056366898	11.03705813	10.19211233	8.989542106
Cd248	1.349237452	0	15.62291071	0	6.486255251	20.70604719	6.155851055
Gm11437	0	0	0	0	0	0	0.228457881
Crebzf	2.920023432	1.889257623	3.209585273	4.992769324	3.552163352	1.874416336	4.46048028
Dpep1	0	0.108651342	0.280612083	0	0	3.910482082	0.168440535
St8sia5	0	1.881601552	1.791802748	0	0	0	0
Rnf165	0.386006418	1.053329216	0.411373312	0	1.011485167	1.573011504	0.527288565
Hdhd2	27.8314992	32.07128922	19.6351632	0.130027559	23.57275804	16.4234606	20.02348664
Katnal2	0	3.360019154	3.327339285	0	1.121386377	3.50343262	3.676917034
Pias2	7.705312713	23.70193638	9.028173583	15.0819886	7.038655305	10.40570381	15.52777797
Agap2	0.122641204	1.750175406	0.066990859	0.094431815	0.357297688	0.094852408	1.758974076
Gdap1l1	12.42452172	9.630953808	5.951404938	0	3.01331984	10.28201777	7.263137619
Pstpip2	12.1820305	22.68489634	6.851986558	0	24.52738245	17.16045132	9.673277062
Gdpd1	99.18545863	70.13105424	75.96782014	0	67.6353666	67.57147881	68.47130143
Cd2ap	7.75383663	5.185052019	9.597534213	111.1661919	7.082980972	3.958875622	9.141129039
Rsf1	2.021276175	0.570020282	4.510198326	0.047475718	3.512336766	1.620686381	2.302306551
Pla2g4a	4.960946757	0	6.600292562	0.069963753	1.323628395	4.933757465	1.650734369
Spata31	0	0	0	0	0	0	0
Spock1	2.607720744	0.647415862	0.41002059	0	1.230311342	0.962713602	0.874352652
Ighv1-66	0	0	0	0	0	0	0
Nrcam	20.87207754	10.98212918	13.14760397	0.137201031	12.22584566	27.12387373	20.92137652
Cars2	7.4843941	24.72506951	19.48540043	0	16.76330723	9.089140229	9.610334012
Midn	1.223132127	2.893901662	0.811213211	0	3.468165575	2.121987209	2.207856715
Gm37062	0	0	0	0	0	0	0
Puf60	210.3497624	235.9786651	188.3253629	129.958965	198.5583548	235.2034281	224.0185613
Pum2	2.905613858	3.194709476	2.482649641	0.02861093	2.814644832	1.71295357	1.258741527
Sdc1	2.639219219	1.379877701	3.418184106	1.652643598	0.898677493	3.103692918	1.069838099
Lpin1	3.064898903	3.316551657	4.437631094	0	4.218716476	6.048194886	8.076668351
Gm21660	0	0	0	0	0	0	0
Hsd17b6	0	0	0	0	0	0.076767761	0
Prim1	14.27212645	6.276032682	6.809455685	0	10.46473038	9.257900994	13.44597467
1700021K19Rik	1.585968526	0.84310956	5.384903398	3.896346683	1.60996163	0.937702385	3.735263125
Atp5b	244.2893706	369.2568608	132.5143014	0.999898013	191.3262193	209.3372899	187.3117032
Siglec15	0	0	0	0	0	0	0
Gm9742	0	0	0	0	0	0	0.159596778
9330020H09Rik	1.029621009	0.396843499	0.995830089	0	1.64055889	1.09508089	0.87903212
Vmn2r14	0	0	0	0	0	0	0
Olfr235	0	0	0	0	0	0	0
Efna3	0	0.299270457	0.353428587	0	0	0.600587618	0.331467543
Tmem26	0	0	1.842222451	0	0	0.084608648	0
Krtap22-2	0	0	0	0	0	0	0
Gm21060	0	0	0	0	0	0	0
Zfp97	0.772120744	1.859243782	0.374892395	0	5.811560059	1.751966223	0.281278121
Gm16513	0	0	0	0	0	0	0
Gm15084	0	0	0	0	0	0	0
Trappc12	25.05639467	20.21515948	8.029689067	0	16.06239324	26.5011868	10.39043655
Gm807	5.933789554	0	0	0	0	0	0.109540115
Gm26754	0	0	0	0	0	0	0
Fubp1	4.902101865	4.087862186	2.559930778	0.069533273	4.150904794	3.872150465	5.228805601
9330104G04Rik	0	0.988843455	0.691193539	0	0.1202612	0	0
Gm26755	0	0	0	0	0	0	0
Gm26756	0	0	0	0	0.19447184	0.082581702	0
4930511A02Rik	0	0	0	0	0	0	0
4930478K11Rik	0	0	0.175868648	0	0	0	0
A230020J21Rik	0.333435441	0.097943547	1.112992308	0	0.101225487	1.84851835	0.379601003
Gm10010	0	0.311313058	1.929969236	0	0	0	0
Tmem38a	38.40024082	48.24355881	46.5479483	0	34.96258475	63.84638112	40.96365937
Gm37762	0	0	0	0	0	0	0
Ighv1-40	0	0	0	0	0	0	0
Gm37764	0	0	0	0	0	0	0
Gm37765	0	0	0	0	0	0	0
Gm37766	0	0.331913904	0	0	0	0	0
A330074H02Rik	7.047764022	5.740053765	12.71007119	0	1.210756015	14.81160932	13.80509497
Gm37767	0.527341731	0	2.605888765	0	0.548707164	0.291332396	0.565981347
Gm17244	0	0	0	0	0.053496293	0	0.080245586
Olfr220	0	0	0	0	0	0	0
Olfr417	0	0	0	0	0	0	0
Pydc3	0.08807996	0	0.080188969	0	1.00248967	0	0
Ssxb10	0	0	0	0	0	0	0
Ssxb9	0	0	0	0	0	0	0
Sema3e	0.876461157	0.719946827	1.789775412	0	1.164643748	1.090230711	0.995022678
Zfp773	4.978394406	0.40237792	0	0	6.986170252	1.589797707	7.736371065
Ighv1-18	0	0	0	0	0	0	0
Hkdc1	0	0	0	0	0	0	0
Sae1	115.0613964	106.7898746	60.21447271	0.282343108	61.56118663	68.29695465	121.662916
Csgalnact1	11.4902968	9.217569101	9.992217066	0	10.87078607	8.110007198	13.25525246
BC016579	0	0	0	0	0	0	0
Popdc3	0	0	0	0	0	0	0
Prep	23.44042764	4.81679184	5.622547611	0	10.04865709	8.537070451	18.74163281
Vmn1r-ps77	0	0	0	0	0	0	0
2010107G23Rik	0.961356365	2.886414939	0	0	0.750254367	1.942543189	0.589610787
Gm20400	0	0	0	0	0	0	0
Gm20484	0	0	0	0	0	0	0
Rev3l	8.534234174	6.544354932	9.137358359	0	5.206990498	6.270711843	9.538697829
Traf3ip2	1.348472737	2.969821728	4.731067673	0	1.841646554	3.498596409	1.419888007
Fyn	90.54323251	96.03056083	52.34403022	0	81.01306191	43.57957281	92.64058218
H2-M10.5-ps1	0	0	0	0	0	0	0
Gm20394	0	0	0	0	0	0	0
Lama4	0.758561929	1.047760201	0.537074384	0	1.244887464	2.042795352	1.451970366
Cnfn	0	0	0	0	0	0	0
H2afy2	73.68625053	45.71943506	26.65735018	0	31.00003131	85.44685843	37.70268451
Il9r	0	0	0	0	0	0	0
Gm37768	1.713369116	0	2.126894062	0	0.850825679	1.686754795	4.042751445
Pfkl	26.96944526	22.18640993	14.51881533	0.218250071	12.58706058	16.56627065	14.27956711
Gm21850	0	0	0	0	0	0	0
Rel	2.350193708	0.440167006	4.767319976	137.1179404	1.347916781	1.030629753	3.526374022
Tysnd1	20.66986059	24.65146079	22.44706108	0	14.41720167	36.7453315	15.60367304
Papolg	8.599740284	1.913917544	3.728793648	0.174349811	5.110026487	3.255989841	5.239927
Stk10	0.656482476	0.289152208	1.448000435	0	0	0.292948141	2.362574679
Fbxw11	7.683288777	17.56062021	5.96518899	0	6.091484165	12.72515595	10.56847783
Smim23	0	0	0	0	0	0	0
Clasp2	16.72034163	13.87763746	9.769726342	0.088670514	12.03622663	11.98925692	14.9279148
Spg11	2.235538699	1.605615666	0.842530332	1.151586448	1.24458462	1.828341828	2.479970241
Umps	10.99770896	9.101238351	4.65894226	4.125342843	7.845834029	7.475741676	14.32385773
Eaf1	2.934052786	3.848425966	0.712249246	0.125515435	9.973239106	1.563466994	3.16182293
Mettl6	17.29855123	9.493254555	10.11939255	0	15.2851746	12.1961476	25.02458753
Sh3bp5	17.02536178	11.5143154	9.257837534	0	10.42557641	19.43355686	18.16298673
Capn7	6.402475826	5.357466245	4.984019877	0	7.404352834	4.083324039	3.617716896
Plcb4	1.089281219	1.595859801	2.252616493	0.045585261	3.341841971	3.608430425	2.91125651
Trav9d-4	0	0	0	0	0	0	0
Asb14	0	0	0	0	0	0	0
Vmn2r40	0	0	0	0	0	0	0
Arf4os	0.73238704	1.290354122	1.111045367	0	5.333898966	0.943999317	0.833563487
Gm17134	10.74942665	28.13043922	13.23892719	69.40117422	12.66576159	13.45045006	6.478192348
A530084C06Rik	0	0	1.218392547	0	0	0.467547345	0
Rps13	0.379885361	0.509263887	0.390915059	2.798751398	0.601511619	0.804881512	0.823513153
1700119H24Rik	0	0	0	0	1.711443773	0	0
Rcor1	6.428324218	7.250011994	2.036896354	0	3.349409606	3.798978923	3.950233773
Gm21919	0	0	0	0	0	0	0
H2afz	1.06826953	6.211153002	0.162075175	5.896809544	1.167167236	0.110165693	2.432088669
Gm29349	0	0	0	0	0	0	0
Pcdh18	0	0	3.03485961	0	0.039430674	0.946119988	0.303116566
2810414N06Rik	4.201829681	1.41014562	8.287528082	0	6.922703525	1.857248455	8.473034928
1700120C14Rik	1.094955204	3.06413694	7.270594218	0	0.351833276	1.594334398	1.715730642
Gm28742	0	0	0	0	0	0	0
Gm37771	0	0	0	0	0	0	0
Gm37772	0	0	0	0	0	0	2.572396364
5330406M23Rik	0.131951688	3.196875022	0.420412533	36.59001414	4.925948397	1.275893428	1.442076254
Gm20833	0	0	0	0	0	0	0
Gm37773	0	0.344500204	0	0	0.59338467	1.713947514	1.023790332
2900092N22Rik	0	0	0	0	0	0	0.334845233
Gm37774	0	0	0	0	0	0	0
Gm37775	0	0	0	0	0	0	0
Gm37776	0.16601164	0	0	0	0	0.385201398	0
Gm29662	0	0	0	0	0	0	0
Gm29531	0	0	0	0	0	0	0
Gm28822	0	0	0	0	0	0	0
Gm28640	0	0	0	0	0	0	0
Gm13871	0	0	0	0	0	0	0
9530077C05Rik	5.70600144	10.56166955	6.945045439	0	12.02478907	9.967902647	11.29754551
Arsi	0	0	0	0	0.169174159	0	0
Gm28732	0	0	0	0	0	0	0
Gm29307	0	0	0	0	0	0	0
1700030L20Rik	0	0	0	0	0	0	0
Gm17130	0	0	0	0	0	0	0
Gm15086	0	0	0	0	0	0	0
Igkv4-91	0	0	0	0	0	0	0
Serpina1b	0	0.043396062	0.179424249	0	0.53838162	0.038110101	0.13462027
Serpina16	0	0	0	0	0	0	0
Srsf3	78.07563759	66.61165406	51.27303517	71.25816128	67.19417431	58.16102651	54.07917033
Arhgef10	2.103245029	0.730187889	6.517185699	0	2.886588739	4.183439352	3.43210569
Serpina1d	0	0	0	0	0.721900243	0	0
Otof	0	0	0	0.100968089	0	0	0
Tmem65	16.29770292	32.80768269	10.00249959	0.141962748	21.82161118	20.62102855	18.88814371
Borcs7	24.31798966	26.40102366	15.60558275	0	22.66125455	18.41737965	20.3821895
Etfdh	16.63937933	20.56499833	9.21417679	0	12.41914657	16.02715941	11.7685604
Serp1	45.42467701	109.6238025	32.07653877	0	70.98540396	47.86088793	46.10815068
Spag9	14.20690763	9.714424211	15.97035261	20.45102802	10.02811151	13.67696742	19.41574108
Tm4sf4	0	0	0	0	0.504466829	0	0
Tm4sf1	0.736497187	0.95294865	13.97439285	0.08861143	10.05843171	5.785903123	1.666286339
Wwtr1	1.260141509	3.596781799	1.300055608	0.194131097	2.508832445	4.080895915	1.48036704
